customer_id,customer_name,region,total_sales,region_rank
AR-10405,"Allen Rosenblatt",Central,41.28,537
MS-17830,"Melanie Seite",Central,40.544,538
EC-14050,"Erin Creighton",Central,38.16,539
AB-10165,"Alan Barnes",Central,37.296,540
MC-17575,"Matt Collins",Central,36.294,541
JL-15130,"Jack Lebron",Central,34.752,542
MT-17815,"Meg Tillman",Central,34.048,543
BS-11590,"Brendan Sweed",Central,33.4,544
DP-13105,"Dave Poirier",Central,32.56,545
SV-20785,"Stewart Visinsky",Central,32.4,546
SG-20890,"Susan Gilcrest",Central,30.572000000000003,547
TS-21430,"Tom Stivers",Central,30.36,548
EM-14065,"Erin Mull",Central,30.336,549
NW-18400,"Natalie Webber",Central,30.32,550
AW-10840,"Anthony Witt",Central,30.264000000000003,551
TS-21205,"Thomas Seio",Central,28.836000000000002,552
KW-16570,"Kelly Williams",Central,28.4,553
AP-10720,"Anne Pryor",Central,27.168,554
JL-15850,"John Lucas",Central,26.632,555
EK-13795,"Eileen Kiefer",Central,25.488,556
FH-14350,"Fred Harton",Central,24.816,557
AG-10765,"Anthony Garverick",Central,24.195999999999998,558
SP-20920,"Susan Pistek",Central,23.992,559
JO-15550,"Jesus Ocampo",Central,23.55,560
EH-13765,"Edward Hooks",Central,22.991999999999997,561
SW-20275,"Scott Williamson",Central,22.38,562
JB-15925,"Joni Blumstein",Central,22.368,563
MZ-17515,"Mary Zewe",Central,22.16,564
TC-21295,"Toby Carlisle",Central,21.99,565
JS-15595,"Jill Stevenson",Central,21.588,566
LW-16825,"Laurel Workman",Central,20.64,567
RB-19360,"Raymond Buch",Central,20.23,568
RH-19495,"Rick Hansen",Central,20.16,569
JP-16135,"Julie Prescott",Central,19.669999999999998,570
CR-12625,"Corey Roper",Central,19.44,571
VP-21730,"Victor Preis",Central,19,572
GB-14530,"George Bell",Central,18.72,573
CS-11845,"Cari Sayre",Central,18.42,574
RA-19285,"Ralph Arnett",Central,18.259999999999998,575
CG-12040,"Catherine Glotzbach",Central,18.24,576
HA-14905,"Helen Abelman",Central,17.496,577
DB-13660,"Duane Benoit",Central,17.324,578
BT-11305,"Beth Thompson",Central,17.12,579
DA-13450,"Dianna Arnett",Central,16.608,580
PL-18925,"Paul Lucas",Central,16.52,581
VM-21835,"Vivian Mathis",Central,16.28,582
ST-20530,"Shui Tom",Central,16.176,583
AH-10195,"Alan Haines",Central,16.03,584
AH-10585,"Angele Hood",Central,15.984,585
SV-20935,"Susan Vittorini",Central,15.576,586
RB-19795,"Ross Baird",Central,15.28,587
DB-12910,"Daniel Byrd",Central,15.008,588
AB-10600,"Ann Blume",Central,14.48,589
SC-20845,"Sung Chung",Central,14.112,590
SB-20170,"Sarah Bern",Central,13.984,591
AB-10255,"Alejandro Ballentine",Central,13.616,592
BP-11230,"Benjamin Patterson",Central,12.86,593
AC-10615,"Ann Chong",Central,12.768,594
RS-19870,"Roy Skaria",Central,12.68,595
BS-11380,"Bill Stewart",Central,12.624,596
CK-12595,"Clytie Kelty",Central,12.128,597
RF-19345,"Randy Ferguson",Central,11.952,598
AR-10510,"Andrew Roberts",Central,10.8,599
BG-11740,"Bruce Geld",Central,10.784,600
CC-12550,"Clay Cheatham",Central,10.368,601
CS-12175,"Charles Sheldon",Central,9.99,602
MH-17785,"Maya Herman",Central,9.248,603
CL-12700,"Craig Leslie",Central,8.76,604
MG-17890,"Michael Granlund",Central,8.736,605
DH-13075,"Dave Hallsten",Central,8.712,606
DP-13165,"David Philippe",Central,8.016,607
MR-17545,"Mathew Reese",Central,7.68,608
EH-14185,"Evan Henry",Central,6.928,609
MH-17620,"Matt Hagelstein",Central,6.816,610
ML-18040,"Michelle Lonsdale",Central,6.37,611
DL-12865,"Dan Lawera",Central,6,612
LD-16855,"Lela Donovan",Central,5.304,613
ME-18010,"Michelle Ellison",Central,5.184,614
LB-16795,"Laurel Beltran",Central,3.136,615
VM-21685,"Valerie Mitchum",Central,2.912,616
KC-16540,"Kelly Collister",Central,2.296,617
LB-16735,"Larry Blacks",Central,1.988,618
BP-11050,"Barry Pond",Central,1.8,619
MH-18025,"Michelle Huthwaite",Central,1.788,620
CM-12160,"Charles McCrossin",Central,1.744,621
CS-11860,"Cari Schnelling",Central,1.72,622
Dl-13600,"Dorris liebe",Central,1.624,623
CC-12370,"Christopher Conant",Central,1.248,624
TS-21340,"Toby Swindell",Central,1.112,625
RS-19765,"Roland Schwarz",Central,0.556,626
TA-21385,"Tom Ashbrook",East,13723.498000000001,1
HL-15040,"Hunter Lopez",East,10522.55,2
BS-11365,"Bill Shonely",East,10022.292999999998,3
GT-14710,"Greg Tran",East,9382.934,4
SV-20365,"Seth Vernon",East,9166.263999999997,5
CC-12370,"Christopher Conant",East,8765.66,6
PF-19120,"Peter Fuller",East,7678.228,7
TS-21370,"Todd Sumrall",East,7623.33,8
TB-21400,"Tom Boeckenhauer",East,6999.96,9
DR-12940,"Daniel Raglin",East,6937.870000000001,10
KD-16270,"Karen Daniels",East,6241.281999999999,11
KD-16495,"Keith Dawkins",East,5871.738,12
QJ-19255,"Quincy Jones",East,5432.98,13
CJ-12010,"Caroline Jumper",East,5356.344,14
LW-17215,"Luke Weiss",East,5048.186,15
CS-12505,"Cindy Stewart",East,5016.548999999999,16
DM-13015,"Darrin Martin",East,4940.432,17
NF-18385,"Natalie Fritzler",East,4863.549999999999,18
JA-15970,"Joseph Airdo",East,4842.745000000001,19
NM-18445,"Nathan Mautz",East,4821.2919999999995,20
JM-15865,"John Murray",East,4769.834000000001,21
TP-21415,"Tom Prescott",East,4738.764,22
PK-19075,"Pete Kriz",East,4676.081999999999,23
AB-10060,"Adam Bellavance",East,4487.352,24
AJ-10780,"Anthony Jacobs",East,4486.444,25
SM-20950,"Suzanne McNair",East,4454.268,26
CP-12340,"Christine Phan",East,4164.988,27
TB-21520,"Tracy Blumstein",East,4080.2780000000002,28
CM-12655,"Corinna Mitchell",East,3999.7900000000004,29
SR-20740,"Steven Roelle",East,3904.6800000000003,30
SP-20920,"Susan Pistek",East,3903.1370000000006,31
MW-18220,"Mitch Webber",East,3799.3859999999995,32
NW-18400,"Natalie Webber",East,3769.779,33
VW-21775,"Victoria Wilson",East,3725.5120000000006,34
RB-19795,"Ross Baird",East,3655.112,35
BM-11650,"Brian Moss",East,3524.449,36
RH-19495,"Rick Hansen",East,3491.712,37
NP-18325,"Naresj Patel",East,3385.614,38
PM-19135,"Peter McVee",East,3332.974,39
JD-16150,"Justin Deggeller",East,3257.5559999999996,40
LC-16885,"Lena Creighton",East,3220.2720000000004,41
SP-20620,"Stefania Perrino",East,3150.551,42
AT-10735,"Annie Thurman",East,3126.1560000000004,43
Dp-13240,"Dean percer",East,3122.262,44
YC-21895,"Yoseph Carroll",East,3116.49,45
DJ-13630,"Doug Jacobs",East,3036.43,46
SC-20770,"Stewart Carmichael",East,3015.661,47
PW-19240,"Pierre Wener",East,2926.392,48
KM-16375,"Katherine Murray",East,2846.22,49
DB-13270,"Deborah Brumfield",East,2845.072,50
EH-13765,"Edward Hooks",East,2840.1179999999995,51
KF-16285,"Karen Ferguson",East,2633.5099999999998,52
ED-13885,"Emily Ducich",East,2621.322,53
SG-20605,"Speros Goranitis",East,2615.0260000000003,54
DG-13300,"Deirdre Greer",East,2594.042,55
KH-16630,"Ken Heidel",East,2588.8759999999997,56
JE-15715,"Joe Elijah",East,2588.752,57
KT-16480,"Kean Thornton",East,2587.676,58
GZ-14470,"Gary Zandusky",East,2587.4000000000005,59
RR-19525,"Rick Reed",East,2584.73,60
CL-12565,"Clay Ludtke",East,2546.9220000000005,61
RH-19510,"Rick Huthwaite",East,2528.08,62
KH-16330,"Katharine Harms",East,2525.9179999999997,63
FP-14320,"Frank Preis",East,2503.452,64
JL-15835,"John Lee",East,2473.766,65
AC-10615,"Ann Chong",East,2406.628,66
MS-17365,"Maribeth Schnelling",East,2292.344,67
MA-17560,"Matt Abelman",East,2281.84,68
NP-18670,"Nora Paige",East,2258.28,69
BB-11545,"Brenda Bowman",East,2256.75,70
ES-14080,"Erin Smith",East,2252.476,71
JD-15895,"Jonathan Doherty",East,2227.5959999999995,72
TB-21625,"Trudy Brown",East,2222.936,73
VD-21670,"Valerie Dominguez",East,2220.06,74
AH-10075,"Adam Hart",East,2214.0469999999996,75
MY-18295,"Muhammed Yedwab",East,2198.11,76
KN-16390,"Katherine Nockton",East,2146.7039999999997,77
LA-16780,"Laura Armstrong",East,2123.71,78
AM-10705,"Anne McFarland",East,2106.346,79
DR-12880,"Dan Reichenbach",East,2069.326,80
NP-18700,"Nora Preis",East,2064.488,81
DB-13060,"Dave Brooks",East,2040.99,82
EB-13750,"Edward Becker",East,2034.036,83
EN-13780,"Edward Nazzal",East,2030.714,84
CA-11965,"Carol Adams",East,2024.4080000000001,85
EB-14110,"Eugene Barchas",East,1976.8260000000002,86
ND-18370,"Natalie DeCherney",East,1961.548,87
EP-13915,"Emily Phan",East,1958.774,88
RW-19690,"Robert Waldorf",East,1958.544,89
AS-10090,"Adam Shillingsburg",East,1954.374,90
KM-16720,"Kunst Miller",East,1953.86,91
TC-21295,"Toby Carlisle",East,1944.4699999999998,92
CC-12220,"Chris Cortes",East,1931.176,93
CC-12685,"Craig Carroll",East,1884.1440000000002,94
GM-14455,"Gary Mitchum",East,1879.2160000000003,95
DL-13495,"Dionis Lloyd",East,1864.592,96
BF-11170,"Ben Ferrer",East,1851.232,97
JG-15160,"James Galang",East,1848.2379999999998,98
IL-15100,"Ivan Liston",East,1846.42,99
SV-20785,"Stewart Visinsky",East,1809.1180000000002,100
FM-14290,"Frank Merwin",East,1803.134,101
CB-12535,"Claudia Bergmann",East,1802.642,102
GK-14620,"Grace Kelly",East,1793.98,103
CA-12775,"Cynthia Arntzen",East,1793.121,104
RB-19705,"Roger Barcio",East,1786.71,105
TH-21550,"Tracy Hopkins",East,1780.56,106
MH-18115,"Mick Hernandez",East,1772.2900000000002,107
MP-17470,"Mark Packer",East,1750.956,108
RD-19480,"Rick Duston",East,1745.3600000000001,109
MP-18175,"Mike Pelletier",East,1739.2920000000001,110
DB-13120,"David Bremer",East,1736.172,111
BS-11380,"Bill Stewart",East,1716.646,112
AR-10405,"Allen Rosenblatt",East,1689.364,113
DP-13105,"Dave Poirier",East,1679,114
CB-12415,"Christy Brittain",East,1678.73,115
MD-17350,"Maribeth Dona",East,1677.5839999999998,116
CC-12430,"Chuck Clark",East,1675.89,117
VT-21700,"Valerie Takahito",East,1636.356,118
KM-16225,"Kalyca Meade",East,1630.6940000000002,119
JK-15730,"Joe Kamberova",East,1614.1240000000003,120
LD-17005,"Lisa DeCherney",East,1609.32,121
PC-18745,"Pamela Coakley",East,1605.048,122
DK-13225,"Dean Katz",East,1589.9560000000001,123
PW-19030,"Pauline Webber",East,1589.102,124
CT-11995,"Carol Triggs",East,1586.332,125
CD-11920,"Carlos Daly",East,1584.5680000000002,126
EH-14125,"Eugene Hildebrand",East,1571.918,127
AF-10870,"Art Ferguson",East,1562.0860000000002,128
JF-15190,"Jamie Frazer",East,1559.5,129
OT-18730,"Olvera Toch",East,1556.694,130
BE-11455,"Brad Eason",East,1539.332,131
TH-21100,"Thea Hendricks",East,1537.5439999999999,132
PP-18955,"Paul Prost",East,1520.1,133
EJ-14155,"Eva Jacobs",East,1517.049,134
HP-14815,"Harold Pawlan",East,1496.0320000000002,135
FH-14365,"Fred Hopkins",East,1472.856,136
TB-21055,"Ted Butterfield",East,1467.881,137
LB-16795,"Laurel Beltran",East,1465.068,138
DH-13075,"Dave Hallsten",East,1445.674,139
CK-12325,"Christine Kargatis",East,1443.138,140
NS-18640,"Noel Staavos",East,1437.2859999999998,141
DB-12970,"Darren Budd",East,1433.586,142
JK-15625,"Jim Karlsson",East,1424.908,143
PK-18910,"Paul Knutson",East,1422.252,144
DB-13210,"Dean Braden",East,1420.143,145
LS-16975,"Lindsay Shagiari",East,1415.96,146
EB-13705,"Ed Braxton",East,1411.494,147
LC-17140,"Logan Currie",East,1408.3459999999998,148
JM-15250,"Janet Martin",East,1407.4279999999999,149
FM-14215,"Filia McAdams",East,1402.38,150
AA-10645,"Anna Andreadi",East,1388.49,151
EG-13900,"Emily Grady",East,1380.8719999999998,152
VM-21685,"Valerie Mitchum",East,1379.538,153
JP-15460,"Jennifer Patt",East,1371.302,154
NS-18505,"Neola Schneider",East,1370.5349999999999,155
FH-14275,"Frank Hawley",East,1369.5320000000002,156
SB-20290,"Sean Braxton",East,1368.121,157
SS-20410,"Shahid Shariari",East,1363.674,158
RL-19615,"Rob Lucas",East,1344.838,159
CS-11950,"Carlos Soltero",East,1316.6529999999998,160
BT-11680,"Brian Thompson",East,1283.3960000000002,161
JM-15535,"Jessica Myrick",East,1272.118,162
GR-14560,"Georgia Rosenberg",East,1271.42,163
PO-18850,"Patrick O'Brill",East,1269.87,164
JG-15805,"John Grady",East,1256.97,165
BP-11185,"Ben Peterman",East,1241.812,166
RS-19420,"Ricardo Sperren",East,1230.4299999999998,167
HR-14830,"Harold Ryan",East,1229.879,168
SW-20455,"Shaun Weien",East,1217.568,169
MP-17965,"Michael Paige",East,1217.1060000000002,170
JH-16180,"Justin Hirsh",East,1215.53,171
DV-13465,"Dianna Vittorini",East,1202.22,172
NG-18355,"Nat Gilpin",East,1198.636,173
MG-17695,"Maureen Gnade",East,1196.778,174
DK-13375,"Dennis Kane",East,1192.996,175
SG-20470,"Sheri Gordon",East,1189.3320000000003,176
KL-16645,"Ken Lonsdale",East,1185.54,177
GT-14635,"Grant Thornton",East,1183.7920000000001,178
MK-17905,"Michael Kennedy",East,1179.27,179
MM-17260,"Magdelene Morse",East,1177.063,180
DL-13315,"Delfina Latchford",East,1176.2440000000001,181
HM-14860,"Harry Marie",East,1172.942,182
TS-21610,"Troy Staebel",East,1163.116,183
CR-12730,"Craig Reiter",East,1156.058,184
BP-11095,"Bart Pistole",East,1153.906,185
MN-17935,"Michael Nguyen",East,1153.602,186
PG-18820,"Patrick Gardner",East,1151.222,187
AD-10180,"Alan Dominguez",East,1147.1019999999999,188
SV-20935,"Susan Vittorini",East,1145.525,189
GM-14680,"Greg Matthias",East,1140.084,190
CK-12205,"Chloris Kastensmidt",East,1133.951,191
BH-11710,"Brosina Hoffman",East,1130.298,192
MM-17920,"Michael Moore",East,1113.0000000000002,193
JG-15310,"Jason Gross",East,1112.06,194
JK-15370,"Jay Kimmel",East,1099.9099999999999,195
JK-16120,"Julie Kriz",East,1099.328,196
SP-20545,"Sibella Parks",East,1093.3700000000001,197
JL-15235,"Janet Lee",East,1091.548,198
DB-13405,"Denny Blanton",East,1088.9299999999998,199
ND-18460,"Neil Ducich",East,1085.42,200
DM-13525,"Don Miller",East,1082.15,201
CL-11890,"Carl Ludwig",East,1081.69,202
ML-17410,"Maris LaWare",East,1052.0539999999999,203
DP-13165,"David Philippe",East,1050.6,204
JM-15265,"Janet Molinari",East,1045.21,205
SM-20905,"Susan MacKendrick",East,1043.0410000000002,206
RB-19465,"Rick Bensley",East,1039.592,207
TC-21145,"Theresa Coyne",East,1038.26,208
HA-14905,"Helen Abelman",East,1036.62,209
BF-11020,"Barry Franz̦sisch",East,1035.8,210
MS-17770,"Maxwell Schwartz",East,1027.384,211
BP-11230,"Benjamin Patterson",East,1022.97,212
LF-17185,"Luke Foster",East,1021.4390000000001,213
RS-19765,"Roland Schwarz",East,1006.122,214
EA-14035,"Erin Ashbrook",East,989.337,215
BS-11755,"Bruce Stewart",East,974.9000000000001,216
MH-17290,"Marc Harrigan",East,974.894,217
BG-11695,"Brooke Gillingham",East,966.066,218
TS-21160,"Theresa Swint",East,956.204,219
SB-20170,"Sarah Bern",East,954.548,220
PS-18760,"Pamela Stobb",East,953.107,221
ML-17395,"Marina Lichtenstein",East,946.42,222
KD-16345,"Katherine Ducich",East,940.434,223
SP-20650,"Stephanie Phelps",East,938.9939999999999,224
BN-11515,"Bradley Nguyen",East,936.1239999999999,225
BP-11050,"Barry Pond",East,926.0799999999999,226
SC-20260,"Scott Cohen",East,919.848,227
RB-19435,"Richard Bierner",East,919.188,228
TH-21115,"Thea Hudgings",East,915.5840000000001,229
KA-16525,"Kelly Andreada",East,914.5780000000001,230
SW-20275,"Scott Williamson",East,912.99,231
GW-14605,"Giulietta Weimer",East,911.0360000000001,232
FG-14260,"Frank Gastineau",East,903.0360000000001,233
DS-13180,"David Smith",East,900.068,234
JF-15565,"Jill Fjeld",East,899.952,235
CW-11905,"Carl Weiss",East,899.8199999999999,236
VP-21730,"Victor Preis",East,899.1099999999999,237
CY-12745,"Craig Yedwab",East,895.944,238
CK-12595,"Clytie Kelty",East,895.5340000000001,239
SK-19990,"Sally Knutson",East,883.409,240
CS-12355,"Christine Sundaresam",East,877.0919999999999,241
DB-13360,"Dennis Bolton",East,863.842,242
MC-17590,"Matt Collister",East,855.6,243
LR-17035,"Lisa Ryan",East,847.8090000000001,244
TT-21070,"Ted Trevino",East,841.486,245
SJ-20500,"Shirley Jackson",East,840,246
SM-20320,"Sean Miller",East,837.444,247
MG-17680,"Maureen Gastineau",East,835.0020000000001,248
KB-16315,"Karl Braun",East,820.3299999999999,249
GM-14500,"Gene McClure",East,815.134,250
TB-21280,"Toby Braunhardt",East,806.806,251
AH-10210,"Alan Hwang",East,801.988,252
AB-10150,"Aimee Bixby",East,797.5219999999999,253
DM-12955,"Dario Medina",East,795.408,254
SO-20335,"Sean O'Donnell",East,794.5740000000001,255
AR-10345,"Alex Russell",East,790.608,256
DW-13585,"Dorothy Wardle",East,788.152,257
CM-12115,"Chad McGuire",East,782.4,258
EM-14140,"Eugene Moren",East,777.1,259
RP-19390,"Resi P̦lking",East,773.538,260
MO-17500,"Mary O'Rourke",East,771.46,261
TB-21190,"Thomas Brumley",East,767.214,262
LW-16825,"Laurel Workman",East,765.494,263
JE-15745,"Joel Eaton",East,765.152,264
AR-10825,"Anthony Rawles",East,765.0759999999999,265
PO-19195,"Phillina Ober",East,764.494,266
BS-11800,"Bryan Spruell",East,760.8,267
VB-21745,"Victoria Brennan",East,756.8,268
MG-18145,"Mike Gockenbach",East,755.096,269
MM-18055,"Michelle Moray",East,754.356,270
SC-20725,"Steven Cartwright",East,747.574,271
NB-18655,"Nona Balk",East,747.1859999999999,272
JB-15400,"Jennifer Braxton",East,746.4300000000001,273
TS-21505,"Tony Sayre",East,744.3159999999999,274
CS-12400,"Christopher Schild",East,743.988,275
GD-14590,"Giulietta Dortch",East,737.394,276
DL-12925,"Daniel Lacy",East,733.5600000000001,277
CV-12805,"Cynthia Voltz",East,728.2220000000001,278
SP-20860,"Sung Pak",East,713.1100000000001,279
DN-13690,"Duane Noonan",East,711.06,280
PO-18865,"Patrick O'Donnell",East,705.2819999999999,281
LM-17065,"Liz MacKendrick",East,700.644,282
KB-16405,"Katrina Bavinger",East,697.5249999999999,283
CD-12280,"Christina DeMoss",East,694.636,284
KE-16420,"Katrina Edelman",East,692.132,285
RB-19360,"Raymond Buch",East,691.3480000000001,286
CM-12235,"Chris McAfee",East,679.96,287
GB-14530,"George Bell",East,678.406,288
ML-17755,"Max Ludwig",East,674.3040000000001,289
MS-17980,"Michael Stewart",East,673.908,290
Dl-13600,"Dorris liebe",East,673.818,291
PO-19180,"Philisse Overcash",East,673.21,292
RB-19330,"Randy Bradley",East,670.3779999999999,293
BC-11125,"Becky Castell",East,669.3779999999999,294
CR-12820,"Cyra Reiten",East,664.87,295
SW-20755,"Steven Ward",East,663.9639999999999,296
RM-19375,"Raymond Messe",East,658.58,297
TB-21250,"Tim Brockman",East,655.88,298
EB-13870,"Emily Burns",East,655.182,299
EH-14185,"Evan Henry",East,650.1039999999999,300
DK-13090,"Dave Kipp",East,648.691,301
AG-10525,"Andy Gerbode",East,648.6759999999999,302
SF-20065,"Sandra Flanagan",East,638.8820000000001,303
DB-13555,"Dorothy Badders",East,636.5759999999999,304
DM-13345,"Denise Monton",East,630.366,305
KB-16600,"Ken Brennan",East,629.95,306
JB-15925,"Joni Blumstein",East,627.924,307
IM-15070,"Irene Maddox",East,627.77,308
FO-14305,"Frank Olsen",East,626.616,309
MB-17305,"Maria Bertelson",East,620.914,310
AJ-10960,"Astrea Jones",East,618.608,311
JJ-15445,"Jennifer Jackson",East,610.95,312
LC-17050,"Liz Carlisle",East,609.438,313
HE-14800,"Harold Engle",East,597.73,314
JP-16135,"Julie Prescott",East,583.848,315
GM-14440,"Gary McGarr",East,583.412,316
RA-19285,"Ralph Arnett",East,579.296,317
MR-17545,"Mathew Reese",East,578.738,318
SC-20020,"Sam Craven",East,577.584,319
DO-13435,"Denny Ordway",East,570.842,320
JO-15550,"Jesus Ocampo",East,570.492,321
VP-21760,"Victoria Pisteka",East,565.336,322
AH-10465,"Amy Hunt",East,562.5500000000001,323
SC-20440,"Shaun Chance",East,562.544,324
BD-11320,"Bill Donatelli",East,562.495,325
KW-16435,"Katrina Willman",East,562.026,326
MC-17575,"Matt Collins",East,560.763,327
TN-21040,"Tanja Norvell",East,559.93,328
TM-21490,"Tony Molinari",East,558.81,329
JR-15670,"Jim Radford",East,552.56,330
MC-18100,"Mick Crebagga",East,551,331
LP-17095,"Liz Preis",East,548.96,332
MY-17380,"Maribeth Yedwab",East,547.3,333
TS-21430,"Tom Stivers",East,545.928,334
BM-11575,"Brendan Murry",East,545.136,335
SC-20380,"Shahid Collister",East,538.0699999999999,336
JC-15775,"John Castell",East,537.302,337
JB-16045,"Julia Barnett",East,529.681,338
CA-12310,"Christine Abelman",East,529.134,339
CM-12160,"Charles McCrossin",East,528.05,340
BP-11155,"Becky Pak",East,524.98,341
CG-12040,"Catherine Glotzbach",East,521.876,342
DO-13645,"Doug O'Connell",East,517.59,343
AP-10720,"Anne Pryor",East,513.784,344
SE-20110,"Sanjit Engle",East,513.73,345
BD-11635,"Brian Derr",East,511.646,346
BW-11200,"Ben Wallace",East,511.52200000000005,347
JL-15505,"Jeremy Lonsdale",East,510.68399999999997,348
EM-13810,"Eleni McCrary",East,510.634,349
PG-18895,"Paul Gonzalez",East,500.144,350
BM-11140,"Becky Martin",East,497.238,351
JK-15640,"Jim Kriz",East,493.26399999999995,352
BE-11335,"Bill Eplett",East,490.94,353
AF-10885,"Art Foster",East,489.905,354
JS-15685,"Jim Sink",East,478.044,355
ON-18715,"Odella Nelson",East,469.888,356
SB-20185,"Sarah Brown",East,469.404,357
MS-17710,"Maurice Satty",East,469.398,358
SW-20350,"Sean Wendt",East,466.81399999999996,359
YS-21880,"Yana Sorensen",East,465.18,360
MV-17485,"Mark Van Huff",East,463.924,361
JW-15955,"Joni Wasserman",East,462.63800000000003,362
TB-21595,"Troy Blackwell",East,458.351,363
MG-17650,"Matthew Grinstein",East,457.568,364
JM-15655,"Jim Mitchum",East,455.055,365
HK-14890,"Heather Kirkland",East,450.09000000000003,366
LH-16900,"Lena Hernandez",East,450.046,367
CL-12700,"Craig Leslie",East,449.91,368
GA-14515,"George Ashbrook",East,449.454,369
NZ-18565,"Nick Zandusky",East,440.494,370
BT-11440,"Bobby Trafton",East,440.04799999999994,371
BS-11590,"Brendan Sweed",East,438.576,372
NR-18550,"Nick Radford",East,436.96000000000004,373
RD-19720,"Roger Demir",East,435.248,374
HF-14995,"Herbert Flentye",East,430.94,375
CK-12760,"Cyma Kinney",East,429.54999999999995,376
BD-11770,"Bryan Davis",East,428.87399999999997,377
SZ-20035,"Sam Zeldin",East,426.51200000000006,378
EJ-13720,"Ed Jacobs",East,422.856,379
BP-11290,"Beth Paige",East,416.663,380
MG-17890,"Michael Granlund",East,416.23,381
BT-11485,"Brad Thomas",East,415.19599999999997,382
SC-20305,"Sean Christensen",East,414.90799999999996,383
LS-17245,"Lynn Smith",East,414.63,384
BO-11350,"Bill Overfelt",East,407.858,385
SS-20875,"Sung Shariari",East,406.26399999999995,386
BV-11245,"Benjamin Venier",East,405.3,387
SD-20485,"Shirley Daniels",East,405.212,388
RM-19675,"Robert Marley",East,403.694,389
AZ-10750,"Annie Zypern",East,403.416,390
CA-12265,"Christina Anderson",East,401.94,391
DS-13030,"Darrin Sayre",East,400.61,392
SN-20560,"Skye Norling",East,399.49,393
CS-12490,"Cindy Schnelling",East,396.424,394
CB-12025,"Cassandra Brandow",East,393.06199999999995,395
MH-17455,"Mark Hamilton",East,388.85,396
WB-21850,"William Brown",East,387.944,397
BT-11530,"Bradley Talbott",East,381.952,398
SH-20395,"Shahid Hopkins",East,370.851,399
IG-15085,"Ivan Gibson",East,370.14,400
HG-14845,"Harry Greene",East,366.79999999999995,401
DK-13150,"David Kendrick",East,364.27199999999993,402
MZ-17515,"Mary Zewe",East,362.58799999999997,403
JS-15595,"Jill Stevenson",East,362.24199999999996,404
HW-14935,"Helen Wasserman",East,355.32,405
HG-15025,"Hunter Glantz",East,350.06,406
EH-13990,"Erica Hackney",East,345.45599999999996,407
EM-13825,"Elizabeth Moffitt",East,345.26,408
BW-11110,"Bart Watters",East,342.49,409
MJ-17740,"Max Jones",East,339.796,410
MT-17815,"Meg Tillman",East,335.38,411
CR-12625,"Corey Roper",East,334.68,412
AH-10030,"Aaron Hawkins",East,330.1259999999999,413
DC-12850,"Dan Campbell",East,325.586,414
AW-10840,"Anthony Witt",East,321.248,415
JW-15220,"Jane Waco",East,320.02400000000006,416
CD-11980,"Carol Darley",East,318.96,417
CC-12475,"Cindy Chapman",East,318.1,418
CA-12055,"Cathy Armstrong",East,314.98400000000004,419
JL-15850,"John Lucas",East,314.85,420
NK-18490,"Neil Knudson",East,313.84,421
TW-21025,"Tamara Willingham",East,303.192,422
NF-18595,"Nicole Fjeld",East,302.47999999999996,423
MH-17785,"Maya Herman",East,295.65400000000005,424
LO-17170,"Lori Olson",East,295.42,425
JE-15610,"Jim Epp",East,292.82,426
LT-17110,"Liz Thompson",East,291.702,427
RC-19960,"Ryan Crowe",East,289.226,428
ST-20530,"Shui Tom",East,286.842,429
JO-15145,"Jack O'Briant",East,284.684,430
KN-16705,"Kristina Nunn",East,278.98,431
KN-16450,"Kean Nguyen",East,274.2,432
JE-15475,"Jeremy Ellison",East,271.252,433
CC-12610,"Corey Catlett",East,267.349,434
SR-20425,"Sharelle Roach",East,265.27200000000005,435
HG-14965,"Henry Goldwyn",East,265.072,436
MB-18085,"Mick Brown",East,263.54200000000003,437
GB-14575,"Giulietta Baptist",East,260.048,438
AG-10900,"Arthur Gainer",East,259.942,439
CC-12670,"Craig Carreira",East,259.44,440
DB-13660,"Duane Benoit",East,259.062,441
BF-11080,"Bart Folk",East,258.28,442
MF-18250,"Monica Federle",East,258.076,443
JM-16195,"Justin MacKendrick",East,250.89999999999998,444
MS-17830,"Melanie Seite",East,249.88400000000001,445
TR-21325,"Toby Ritter",East,249.79,446
PJ-19015,"Pauline Johnson",East,246.56,447
JD-16015,"Joy Daniels",East,245.35,448
RF-19345,"Randy Ferguson",East,245.21200000000002,449
ES-14020,"Erica Smith",East,239.97,450
DJ-13510,"Don Jones",East,239.898,451
CS-12460,"Chuck Sachs",East,238.684,452
SW-20245,"Scot Wooten",East,237.156,453
JK-15205,"Jamie Kunitz",East,228.67399999999998,454
JD-15790,"John Dryer",East,227.96,455
DL-12865,"Dan Lawera",East,223.29,456
GP-14740,"Guy Phonely",East,221.79999999999998,457
JF-15490,"Jeremy Farry",East,219.052,458
JH-15820,"John Huston",East,216.894,459
EB-13840,"Ellis Ballard",East,212.88,460
DF-13135,"David Flashing",East,212.64,461
RK-19300,"Ralph Kennedy",East,209.67,462
MG-17875,"Michael Grace",East,207.48,463
AA-10375,"Allen Armold",East,206.73200000000003,464
XP-21865,"Xylona Preis",East,201.11999999999998,465
NM-18520,"Neoma Murray",East,198.165,466
JB-16000,"Joy Bell-",East,197.916,467
CS-12175,"Charles Sheldon",East,196.21,468
